ID,tags,text,tokens,ner_tags
NCT02848417,15:31:chronic_disease,Veterans with Gulf War Illness,['Veterans' 'with' 'Gulf' 'War' 'Illness'],[0. 0. 2. 2. 2.]
NCT02847689,1:42:chronic_disease,Cystic periventricular leukomalacia (PVL),['Cystic' 'periventricular' 'leukomalacia' '(' 'PVL' ')'],[2. 2. 2. 2. 0. 0.]
NCT02847689,1:34:chronic_disease,Major sensori-neural hearing loss,['Major' 'sensori-neural' 'hearing' 'loss'],[2. 2. 2. 2.]
NCT02846532,34:65:treatment,Satisfactory initial post-Fontan transthoracic echocardiographic Screening,"['Satisfactory' 'initial' 'post-Fontan' 'transthoracic'
 'echocardiographic' 'Screening']",[0. 0. 0. 1. 1. 0.]
NCT02845596,1:48:chronic_disease,Inherited bone marrow failure syndromes (IBMFS),['Inherited' 'bone' 'marrow' 'failure' 'syndromes' '(' 'IBMFS' ')'],[2. 2. 2. 2. 2. 2. 0. 0.]
NCT02844751,"1:18:cancer,",Neoplastic cancer within 5 years prior to screening,['Neoplastic' 'cancer' 'within' '5' 'years' 'prior' 'to' 'screening'],[3. 3. 0. 0. 0. 0. 0. 0.]
NCT02843945,"1:6:treatment,",3DCRT (up to 56 Gy),['3DCRT' '(' 'up' 'to' '56' 'Gy' ')'],[1. 0. 0. 0. 0. 0. 0.]
NCT02843568,1:28:treatment,Prior thoracic radiotherapy,['Prior' 'thoracic' 'radiotherapy'],[1. 1. 1.]
NCT02842658,1:28:chronic_disease,Uncompensated heart failure,['Uncompensated' 'heart' 'failure'],[2. 2. 2.]
NCT02841540,30:65:treatment,Participant is candidate for hematopoietic stem cell transplants at the time of enrollment,"['Participant' 'is' 'candidate' 'for' 'hematopoietic' 'stem' 'cell'
 'transplants' 'at' 'the' 'time' 'of' 'enrollment']",[0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0.]
NCT02839759,"14:35:treatment,",Prior use of hearing amplification within the past 10 years,"['Prior' 'use' 'of' 'hearing' 'amplification' 'within' 'the' 'past' '10'
 'years']",[0. 0. 0. 1. 1. 0. 0. 0. 0. 0.]
NCT02837510,1:27:treatment,Anti-psychotic medications,['Anti-psychotic' 'medications'],[1. 1.]
NCT02837497,14:36:treatment,AND Received CPR in the ICU setting,['AND' 'Received' 'CPR' 'in' 'the' 'ICU' 'setting'],[0. 0. 1. 1. 1. 1. 1.]
NCT02836899,1:25:treatment,Emergent cardiac surgery,['Emergent' 'cardiac' 'surgery'],[1. 1. 1.]
NCT02836574,19:39:chronic_disease,history of severe systemic reaction(s),['history' 'of' 'severe' 'systemic' 'reaction' '(' 's' ')'],[0. 0. 0. 2. 2. 0. 0. 0.]
NCT02834403,19:41:treatment,Concurrent use of potent CYP3A4 inducers,['Concurrent' 'use' 'of' 'potent' 'CYP3A4' 'inducers'],[0. 0. 0. 1. 1. 1.]
NCT02834403,1:27:chronic_disease,Severe renal insufficiency,['Severe' 'renal' 'insufficiency'],[2. 2. 2.]
NCT02833792,1:32:treatment,Prior treatment with stem cells,['Prior' 'treatment' 'with' 'stem' 'cells'],[1. 1. 1. 1. 1.]
NCT02832115,24:38:treatment,Likely need for use of nitroglycerine for non-study indication,"['Likely' 'need' 'for' 'use' 'of' 'nitroglycerine' 'for' 'non-study'
 'indication']",[0. 0. 0. 0. 0. 1. 0. 0. 0.]
NCT02832115,7:17:treatment,known LIMA graft,['known' 'LIMA' 'graft'],[0. 1. 1.]
NCT02830074,"6:19:chronic_disease,",with chronic SCI/D (>3 months post injury),['with' 'chronic' 'SCI/D' '(' '>' '3' 'months' 'post' 'injury' ')'],[0. 2. 2. 0. 0. 0. 0. 0. 0. 0.]
NCT02829268,"10:36:treatment,",received blood product transfusions within 90 days prior to screening,"['received' 'blood' 'product' 'transfusions' 'within' '90' 'days' 'prior'
 'to' 'screening']",[0. 1. 1. 1. 0. 0. 0. 0. 0. 0.]
NCT02828592,10:22:chronic_disease,markedly hypocellular,['markedly' 'hypocellular'],[0. 2.]
NCT02826681,"13:29:treatment,",Subjects on sleep medication must be on a stable dose for at least 6 months prior screening,"['Subjects' 'on' 'sleep' 'medication' 'must' 'be' 'on' 'a' 'stable' 'dose'
 'for' 'at' 'least' '6' 'months' 'prior' 'screening']",[0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02826577,12:32:chronic_disease,History of heart irregularities,['History' 'of' 'heart' 'irregularities'],[0. 0. 2. 2.]
NCT02824276,15:34:treatment,candidate for oral opioid therapy as assessed at the BWH Pain Management Center,"['candidate' 'for' 'oral' 'opioid' 'therapy' 'as' 'assessed' 'at' 'the'
 'BWH' 'Pain' 'Management' 'Center']",[0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02823665,1:25:chronic_disease,type 2 diabetes mellitis,['type' '2' 'diabetes' 'mellitis'],[2. 2. 2. 2.]
NCT02822378,1:10:treatment,denosumab at any time,['denosumab' 'at' 'any' 'time'],[1. 0. 0. 0.]
NCT02822378,"1:9:treatment,",tibolone within the past 3 months,['tibolone' 'within' 'the' 'past' '3' 'months'],[1. 0. 0. 0. 0. 0.]
NCT02819843,67:83:chronic_disease,"Previously infected, with evidence of immunity and no evidence of active hepatitis","['Previously' 'infected' ',' 'with' 'evidence' 'of' 'immunity' 'and' 'no'
 'evidence' 'of' 'active' 'hepatitis']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2.]
NCT02819635,1:19:treatment,biologic therapies in the opinion of the investigator,['biologic' 'therapies' 'in' 'the' 'opinion' 'of' 'the' 'investigator'],[1. 1. 0. 0. 0. 0. 0. 0.]
NCT02819141,34:89:treatment,currently receiving a continuous intravenous infusion of a sedative/opioid medication(s),"['currently' 'receiving' 'a' 'continuous' 'intravenous' 'infusion' 'of'
 'a' 'sedative/opioid' 'medication' '(' 's' ')']",[0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0.]
NCT02816736,22:47:treatment,patients who require chronic inotropic therapy,['patients' 'who' 'require' 'chronic' 'inotropic' 'therapy'],[0. 0. 0. 1. 1. 1.]
NCT02815917,"8:35:treatment,","Use of dopaminergic CNS stimulants (prescription, over-the counter or recreational drugs) within 30 days of screening intake visit, as assessed by review of health history form and concomitant medication review at screening intake visit (from medical record and/or self-reported) that are deemed by a physician investigator to have a potential influence on the binding of [18F]FTP","['Use' 'of' 'dopaminergic' 'CNS' 'stimulants' '(' 'prescription' ','
 'over-the' 'counter' 'or' 'recreational' 'drugs' ')' 'within' '30' 'days'
 'of' 'screening' 'intake' 'visit' ',' 'as' 'assessed' 'by' 'review' 'of'
 'health' 'history' 'form' 'and' 'concomitant' 'medication' 'review' 'at'
 'screening' 'intake' 'visit' '(' 'from' 'medical' 'record' 'and/or'
 'self-reported' ')' 'that' 'are' 'deemed' 'by' 'a' 'physician'
 'investigator' 'to' 'have' 'a' 'potential' 'influence' 'on' 'the'
 'binding' 'of' '[' '18F' ']' 'FTP']","[0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02811263,"11:59:chronic_disease,,",Receiving active or passive whole body cooling/hypothermia since < 6 hours of age,"['Receiving' 'active' 'or' 'passive' 'whole' 'body' 'cooling/hypothermia'
 'since' '<' '6' 'hours' 'of' 'age']",[0. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0.]
NCT02808442,1:17:cancer,Burkitt leukemia,['Burkitt' 'leukemia'],[3. 3.]
NCT02807883,15:24:cancer,Patients with B-lineage,['Patients' 'with' 'B-lineage'],[0. 0. 3.]
NCT02807272,25:38:chronic_disease,Modification of Diet in Renal Disease formulas,['Modification' 'of' 'Diet' 'in' 'Renal' 'Disease' 'formulas'],[0. 0. 0. 0. 2. 2. 0.]
NCT02805504,21:37:treatment,Patients undergoing urologic surgery,['Patients' 'undergoing' 'urologic' 'surgery'],[0. 0. 1. 1.]
NCT02804230,"34:59:chronic_disease,",Patients with a known history of psychogenic non-epileptic spells in the last three years,"['Patients' 'with' 'a' 'known' 'history' 'of' 'psychogenic'
 'non-epileptic' 'spells' 'in' 'the' 'last' 'three' 'years']",[0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0.]
NCT02803359,29:65:treatment,Healthy Subjects undergoing thyroid or other open neck surgeries,"['Healthy' 'Subjects' 'undergoing' 'thyroid' 'or' 'other' 'open' 'neck'
 'surgeries']",[0. 0. 0. 1. 1. 1. 1. 1. 1.]
NCT02803359,1:33:chronic_disease,Laryngopharyngeal Reflux Disease,['Laryngopharyngeal' 'Reflux' 'Disease'],[2. 2. 2.]
NCT02803164,105:129:chronic_disease,Subject is scheduled to undergo surgical intervention(s) as part of the standard care for management of intra-thoracic infection,"['Subject' 'is' 'scheduled' 'to' 'undergo' 'surgical' 'intervention' '('
 's' ')' 'as' 'part' 'of' 'the' 'standard' 'care' 'for' 'management' 'of'
 'intra-thoracic' 'infection']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2.]
NCT02801539,31:42:treatment,Able to complete a home-based RMT regimen,['Able' 'to' 'complete' 'a' 'home-based' 'RMT' 'regimen'],[0. 0. 0. 0. 0. 1. 1.]
NCT02801136,7:28:chronic_disease,Other serious mental health diagnoses,['Other' 'serious' 'mental' 'health' 'diagnoses'],[0. 2. 2. 2. 0.]
NCT02798458,14:40:allergy_name,Allergies to components of the SmartBar,['Allergies' 'to' 'components' 'of' 'the' 'SmartBar'],[0. 0. 4. 4. 4. 4.]
NCT02798458,21:28:chronic_disease,Previous history of bezoars,['Previous' 'history' 'of' 'bezoars'],[0. 0. 0. 2.]
NCT02796391,1:30:treatment,"Clozapine (Clozaril, FazaClo)","['Clozapine' '(' 'Clozaril' ',' 'FazaClo' ')']",[1. 1. 1. 0. 0. 0.]
NCT02796391,1:23:treatment,Irinotecan (Camptosar),['Irinotecan' '(' 'Camptosar' ')'],[1. 1. 0. 0.]
NCT02796391,22:41:chronic_disease,significant unstable medical/psychiatric or substance use disorders,"['significant' 'unstable' 'medical/psychiatric' 'or' 'substance' 'use'
 'disorders']",[0. 0. 2. 0. 0. 0. 0.]
NCT02796209,1:35:chronic_disease,Neurogenic Orthostatic Hypotension,['Neurogenic' 'Orthostatic' 'Hypotension'],[2. 2. 2.]
NCT02796209,1:12:treatment,delavirdine,['delavirdine'],[1.]
NCT02793921,36:49:cancer,"Diagnosed with Stage 0, 1, 2 or 3a Breast Cancer","['Diagnosed' 'with' 'Stage' '0' ',' '1' ',' '2' 'or' '3a' 'Breast'
 'Cancer']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3.]
NCT02793921,1:17:treatment,wound dehiscence,['wound' 'dehiscence'],[1. 1.]
NCT02792257,13:20:chronic_disease,Presence of Agit-AD as defined by the provisional criteria from the International Psychogeriatric Association (IPA),"['Presence' 'of' 'Agit-AD' 'as' 'defined' 'by' 'the' 'provisional'
 'criteria' 'from' 'the' 'International' 'Psychogeriatric' 'Association'
 '(' 'IPA' ')']",[0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02789111,1:31:chronic_disease,Chronic kidney disease stage 5,['Chronic' 'kidney' 'disease' 'stage' '5'],[2. 2. 2. 2. 2.]
NCT02783716,",84:103:treatment",Patients who are unwilling or unable to return for follow up visits 3 months after device implantation,"['Patients' 'who' 'are' 'unwilling' 'or' 'unable' 'to' 'return' 'for'
 'follow' 'up' 'visits' '3' 'months' 'after' 'device' 'implantation']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02780401,1:23:chronic_disease,Dilated cardiomyopathy,['Dilated' 'cardiomyopathy'],[2. 2.]
NCT02779556,1:22:chronic_disease,cognitive impairments,['cognitive' 'impairments'],[2. 2.]
NCT02778867,28:53:chronic_disease,Have been diagnosed with a GI malabsorption disorder,['Have' 'been' 'diagnosed' 'with' 'a' 'GI' 'malabsorption' 'disorder'],[0. 0. 0. 0. 0. 2. 2. 2.]
NCT02778867,1:18:allergy_name,IgE-mediated food allergy,['IgE-mediated' 'food' 'allergy'],[4. 4. 0.]
NCT02778529,1:26:chronic_disease,Cervical SCI (C-5 to C-7),['Cervical' 'SCI' '(' 'C-5' 'to' 'C-7' ')'],[2. 2. 2. 2. 2. 0. 0.]
NCT02778282,1:33:chronic_disease,Substantial cognitive impairment,['Substantial' 'cognitive' 'impairment'],[2. 2. 2.]
NCT02776761,8:23:chronic_disease,single febrile seizure as a child,['single' 'febrile' 'seizure' 'as' 'a' 'child'],[0. 2. 2. 0. 0. 0.]
NCT02775162,12:40:treatment,undergoing simultaneous transplantation of more than one organ,"['undergoing' 'simultaneous' 'transplantation' 'of' 'more' 'than' 'one'
 'organ']",[0. 1. 1. 0. 0. 0. 0. 0.]
NCT02774421,1:14:cancer,subependymoma,['subependymoma'],[3.]
NCT02772562,1:23:cancer,pN1 lymph node disease,['pN1' 'lymph' 'node' 'disease'],[3. 3. 3. 3.]
NCT02772302,1:26:chronic_disease,Minimally conscious state,['Minimally' 'conscious' 'state'],[2. 2. 2.]
NCT02771626,16:45:treatment,Intolerance to prior anti-PD-1/PD-L1 therapy,['Intolerance' 'to' 'prior' 'anti-PD-1/PD-L1' 'therapy'],[0. 0. 1. 1. 1.]
NCT02770547,1:32:treatment,Implanted cardiac defibrillator,['Implanted' 'cardiac' 'defibrillator'],[1. 1. 1.]
NCT02770326,1:22:chronic_disease,Gastrointestinal (GI) contraindications,['Gastrointestinal' '(' 'GI' ')' 'contraindications'],[2. 2. 0. 0. 0.]
NCT02770326,1:24:chronic_disease,Small bowel obstruction,['Small' 'bowel' 'obstruction'],[2. 2. 2.]
NCT02769611,"1:26:treatment,",Resynchronization therapy initiated less than 90 days prior to enrollment,"['Resynchronization' 'therapy' 'initiated' 'less' 'than' '90' 'days'
 'prior' 'to' 'enrollment']",[1. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02768727,23:49:chronic_disease,Current or history of neuropsychiatric disorders,['Current' 'or' 'history' 'of' 'neuropsychiatric' 'disorders'],[0. 0. 0. 0. 2. 2.]
NCT02766998,32:77:chronic_disease,all pre-natal diagnoses of any single ventricle circulation physiology (SVP),"['all' 'pre-natal' 'diagnoses' 'of' 'any' 'single' 'ventricle'
 'circulation' 'physiology' '(' 'SVP' ')']",[0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 0. 0.]
NCT02765633,"26:58:treatment,,",Participation in another investigational therapeutic drug or investigational therapeutic device trial within 30 days of starting study,"['Participation' 'in' 'another' 'investigational' 'therapeutic' 'drug'
 'or' 'investigational' 'therapeutic' 'device' 'trial' 'within' '30'
 'days' 'of' 'starting' 'study']",[0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02764801,25:48:treatment,who have received prior radioembolization (Y90) of the lesion of interest,"['who' 'have' 'received' 'prior' 'radioembolization' '(' 'Y90' ')' 'of'
 'the' 'lesion' 'of' 'interest']",[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT02763917,13:41:chronic_disease,Significant pulmonary or cardiac disease,['Significant' 'pulmonary' 'or' 'cardiac' 'disease'],[0. 2. 2. 2. 2.]
NCT02762825,"34:51:treatment,,",Referred by physician to CR with echocardiographic evidence of HFpEF defined as an ejection fraction ≥ 50 %,"['Referred' 'by' 'physician' 'to' 'CR' 'with' 'echocardiographic'
 'evidence' 'of' 'HFpEF' 'defined' 'as' 'an' 'ejection' 'fraction' '≥'
 '50' '%']",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02762773,15:63:chronic_disease,Patients with pre-gestational or gestational diabetes mellitus,"['Patients' 'with' 'pre-gestational' 'or' 'gestational' 'diabetes'
 'mellitus']",[0. 0. 2. 2. 2. 2. 2.]
NCT02762266,1:24:cancer,Extrahepatic metastases,['Extrahepatic' 'metastases'],[3. 3.]
NCT02762266,"1:22:cancer,",Unifocal liver tumors not to exceed 7.5 cm in greatest axial dimension,"['Unifocal' 'liver' 'tumors' 'not' 'to' 'exceed' '7.5' 'cm' 'in'
 'greatest' 'axial' 'dimension']",[3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02762032,1:20:treatment,Immunosuppressant's,"['Immunosuppressant' ""'s""]",[1. 1.]
NCT02760498,69:88:allergy_name,Allergic reactions or acute hypersensitivity reaction attributed to antibody treatments,"['Allergic' 'reactions' 'or' 'acute' 'hypersensitivity' 'reaction'
 'attributed' 'to' 'antibody' 'treatments']",[0. 0. 0. 0. 0. 0. 0. 0. 4. 4.]
NCT02759575,1:60:treatment,Prior radiation therapy to the larynx area or involved neck,"['Prior' 'radiation' 'therapy' 'to' 'the' 'larynx' 'area' 'or' 'involved'
 'neck']",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
NCT02758847,1:15:chronic_disease,Acute thrombus in the target limb,['Acute' 'thrombus' 'in' 'the' 'target' 'limb'],[2. 2. 0. 0. 0. 0.]
NCT02755896,1:28:cancer,"Stage 1 (pT1) breast cancer, excised with negative margins","['Stage' '1' '(' 'pT1' ')' 'breast' 'cancer' ',' 'excised' 'with'
 'negative' 'margins']",[3. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0.]
NCT02755116,30:48:treatment,Patient scheduled to undergo ambulatory surgery under general anesthesia,"['Patient' 'scheduled' 'to' 'undergo' 'ambulatory' 'surgery' 'under'
 'general' 'anesthesia']",[0. 0. 0. 0. 1. 1. 0. 0. 0.]
NCT02752191,25:28:chronic_disease,with known or suspected CHD with inconclusive echocardiographic exams,"['with' 'known' 'or' 'suspected' 'CHD' 'with' 'inconclusive'
 'echocardiographic' 'exams']",[0. 0. 0. 0. 2. 0. 0. 0. 0.]
NCT02750319,8:25:chronic_disease,not in cardiogenic shock,['not' 'in' 'cardiogenic' 'shock'],[0. 0. 2. 2.]
NCT02748070,22:46:treatment,scheduled to undergo endoscopic sinus surgery,['scheduled' 'to' 'undergo' 'endoscopic' 'sinus' 'surgery'],[0. 0. 0. 1. 1. 1.]
NCT02747238,10:26:treatment,Previous spinal surgeries,['Previous' 'spinal' 'surgeries'],[0. 1. 1.]
NCT02746458,12:24:cancer,History of lymphotomies,['History' 'of' 'lymphotomies'],[0. 0. 3.]
NCT02746458,1:30:chronic_disease,severe traumatic brain injury,['severe' 'traumatic' 'brain' 'injury'],[2. 2. 2. 2.]
NCT02744677,15:34:chronic_disease,History of or active endocarditis,['History' 'of' 'or' 'active' 'endocarditis'],[0. 0. 0. 2. 2.]
NCT02744430,27:61:treatment,Patients already taking a beta-adrenergic agonist medication,"['Patients' 'already' 'taking' 'a' 'beta-adrenergic' 'agonist'
 'medication']",[0. 0. 0. 0. 1. 1. 1.]
NCT02744391,"55:75:chronic_disease,",Diagnosis of substance abuse or dependence (excluding Tobacco Use Disorder) within the past 12 months,"['Diagnosis' 'of' 'substance' 'abuse' 'or' 'dependence' '(' 'excluding'
 'Tobacco' 'Use' 'Disorder' ')' 'within' 'the' 'past' '12' 'months']",[0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 0. 0. 0. 0. 0. 0.]
NCT02743728,1:20:chronic_disease,Metabolic Disorders,['Metabolic' 'Disorders'],[2. 2.]
NCT02743494,16:43:cancer,Diagnosed with Stage IV resectable disease,['Diagnosed' 'with' 'Stage' 'IV' 'resectable' 'disease'],[0. 0. 3. 3. 3. 3.]
NCT02741791,1:8:chronic_disease,Suicide risk,['Suicide' 'risk'],[2. 0.]
NCT02740543,"1:23:treatment,",Inhaled corticosteroid use in previous 1 month or more will be allowed,"['Inhaled' 'corticosteroid' 'use' 'in' 'previous' '1' 'month' 'or' 'more'
 'will' 'be' 'allowed']",[1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02740361,52:56:treatment,willingness to engage in self-administration of an iCBT intervention for 3 months and complete follow-up,"['willingness' 'to' 'engage' 'in' 'self-administration' 'of' 'an' 'iCBT'
 'intervention' 'for' '3' 'months' 'and' 'complete' 'follow-up']",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT02737930,1:21:chronic_disease,Premorbid depression,['Premorbid' 'depression'],[2. 2.]
NCT02734771,1:19:cancer,Composite lymphoma containing both indolent and large cell features will be included,"['Composite' 'lymphoma' 'containing' 'both' 'indolent' 'and' 'large'
 'cell' 'features' 'will' 'be' 'included']",[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02734134,15:30:chronic_disease,Patients with systemic sepsis who require emergent surgery,"['Patients' 'with' 'systemic' 'sepsis' 'who' 'require' 'emergent'
 'surgery']",[0. 0. 2. 2. 0. 0. 0. 0.]
NCT02730481,"10:13:treatment,,","Received IPs within 14 days or 5 half-lives of the first study dosing day, whichever is longer","['Received' 'IPs' 'within' '14' 'days' 'or' '5' 'half-lives' 'of' 'the'
 'first' 'study' 'dosing' 'day' ',' 'whichever' 'is' 'longer']",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02727062,1:17:cancer,Laryngeal cancer,['Laryngeal' 'cancer'],[3. 3.]
NCT02726347,21:46:treatment,subjects who are on immune suppressive agents,['subjects' 'who' 'are' 'on' 'immune' 'suppressive' 'agents'],[0. 0. 0. 0. 1. 1. 1.]
NCT02725177,",28:75:treatment",Recent (less than 4 weeks) intra-ocular or intra-orbital steroid injection,"['Recent' '(' 'less' 'than' '4' 'weeks' ')' 'intra-ocular' 'or'
 'intra-orbital' 'steroid' 'injection']",[0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.]
NCT02724540,"12:31:cancer,,",Measurable metastasis to liver with at least one dimension ≥ 1.0 cm,"['Measurable' 'metastasis' 'to' 'liver' 'with' 'at' 'least' 'one'
 'dimension' '≥' '1.0' 'cm']",[0. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02724540,1:10:treatment,sedatives,['sedatives'],[1.]
NCT02723994,1:54:treatment,CRLF2 rearrangement with JAK1 or JAK2 mutation (JAK+),"['CRLF2' 'rearrangement' 'with' 'JAK1' 'or' 'JAK2' 'mutation' '(' 'JAK+'
 ')']",[1. 1. 1. 1. 1. 1. 1. 1. 0. 0.]
NCT02723994,1:27:chronic_disease,Trisomy 21 (Down syndrome),['Trisomy' '21' '(' 'Down' 'syndrome' ')'],[2. 2. 2. 2. 0. 0.]
NCT02721303,12:29:treatment,Use of any weight loss drugs,['Use' 'of' 'any' 'weight' 'loss' 'drugs'],[0. 0. 0. 1. 1. 1.]
NCT02718001,25:57:chronic_disease,"Clinically significant, symptomatic mitral regurgitation","['Clinically' 'significant' ',' 'symptomatic' 'mitral' 'regurgitation']",[0. 0. 0. 2. 2. 2.]
NCT02712736,22:54:chronic_disease,Patients with active inflammatory bowel disease (IBD) flares,"['Patients' 'with' 'active' 'inflammatory' 'bowel' 'disease' '(' 'IBD' ')'
 'flares']",[0. 0. 0. 2. 2. 2. 2. 0. 0. 0.]
NCT02710396,24:57:chronic_disease,Has a known history of active TB (Bacillus Tuberculosis),"['Has' 'a' 'known' 'history' 'of' 'active' 'TB' '(' 'Bacillus'
 'Tuberculosis' ')']",[0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02709655,17:48:chronic_disease,"The patient has Major depressive disorder (MDD), diagnosed according to DSM-5™","['The' 'patient' 'has' 'Major' 'depressive' 'disorder' '(' 'MDD' ')' ','
 'diagnosed' 'according' 'to' 'DSM-5™']",[0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.]
NCT02707471,",31:34:chronic_disease",within 12 months of beginning AET,['within' '12' 'months' 'of' 'beginning' 'AET'],[0. 0. 0. 0. 0. 2.]
NCT02703272,16:66:chronic_disease,A diagnosis of post-transplant lymphoproliferative disease (PTLD),"['A' 'diagnosis' 'of' 'post-transplant' 'lymphoproliferative' 'disease'
 '(' 'PTLD' ')']",[0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02703220,7:56:treatment,other central nervous system (CNS) altering medications,"['other' 'central' 'nervous' 'system' '(' 'CNS' ')' 'altering'
 'medications']",[0. 1. 1. 1. 1. 1. 1. 0. 0.]
NCT02700451,",,22:42:treatment",Require 1 or 2 level lumbar spinal fusion through posterior or lateral approach,"['Require' '1' 'or' '2' 'level' 'lumbar' 'spinal' 'fusion' 'through'
 'posterior' 'or' 'lateral' 'approach']",[0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0.]
NCT02698722,1:17:chronic_disease,Stage 4 or 5 CKD,['Stage' '4' 'or' '5' 'CKD'],[2. 2. 2. 2. 2.]
NCT02695043,29:55:chronic_disease,Trauma related intracranial neuroimaging abnormalities,['Trauma' 'related' 'intracranial' 'neuroimaging' 'abnormalities'],[0. 0. 0. 2. 2.]
NCT02693990,16:40:treatment,The effects of proton radiation therapy on the developing human fetus are known to be teratogenic,"['The' 'effects' 'of' 'proton' 'radiation' 'therapy' 'on' 'the'
 'developing' 'human' 'fetus' 'are' 'known' 'to' 'be' 'teratogenic']",[0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02690116,1:15:chronic_disease,Hypothyroidism (fatigue-related factor),['Hypothyroidism' '(' 'fatigue-related' 'factor' ')'],[2. 0. 0. 0. 0.]
NCT02688647,"16:47:treatment,",Treatment with endothelin receptor antagonists within 4 weeks before study entry,"['Treatment' 'with' 'endothelin' 'receptor' 'antagonists' 'within' '4'
 'weeks' 'before' 'study' 'entry']",[0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.]
NCT02688309,"20:66:treatment,",Previous use of an anti-Vascular Endothelial Growth Factor (VEGF) drug within 1 month of study entry,"['Previous' 'use' 'of' 'an' 'anti-Vascular' 'Endothelial' 'Growth'
 'Factor' '(' 'VEGF' ')' 'drug' 'within' '1' 'month' 'of' 'study' 'entry']",[0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02687906,10:23:chronic_disease,Signs of severe sepsis,['Signs' 'of' 'severe' 'sepsis'],[0. 0. 2. 2.]
NCT02686528,20:45:chronic_disease,Index diagnosis of noninflammatory arthritis,['Index' 'diagnosis' 'of' 'noninflammatory' 'arthritis'],[0. 0. 0. 2. 2.]
NCT02685605,1:21:chronic_disease,Supratentorial T1-Gd enhancing lesion(s) amenable to total resection,"['Supratentorial' 'T1-Gd' 'enhancing' 'lesion' '(' 's' ')' 'amenable' 'to'
 'total' 'resection']",[2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02682147,38:48:allergy_name,Prior history of hypersensitivity to Sildenafil,['Prior' 'history' 'of' 'hypersensitivity' 'to' 'Sildenafil'],[0. 0. 0. 0. 0. 4.]
NCT02680574,1:51:treatment,surgical or percutaneous intervention for coronary,['surgical' 'or' 'percutaneous' 'intervention' 'for' 'coronary'],[1. 1. 1. 1. 1. 1.]
