ID,tags,text,tokens,ner_tags
NCT02332291,1:13:cancer,brain tumors,['brain' 'tumors'],[3. 3.]
NCT03105700,24:45:chronic_disease,History of other major psychiatric disorders,['History' 'of' 'other' 'major' 'psychiatric' 'disorders'],[0. 0. 0. 0. 2. 2.]
NCT02808702,"62:83:chronic_disease,,","For healthy controls only: no current or lifetime history of psychiatric disorders, and score of below 1 SD of mean on the SCS-R","['For' 'healthy' 'controls' 'only' ':' 'no' 'current' 'or' 'lifetime'
 'history' 'of' 'psychiatric' 'disorders' ',' 'and' 'score' 'of' 'below'
 '1' 'SD' 'of' 'mean' 'on' 'the' 'SCS-R']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]"
NCT02746458,15:36:chronic_disease,have document psychiatric disorders,['have' 'document' 'psychiatric' 'disorders'],[0. 0. 2. 2.]
NCT00200889,1:22:chronic_disease,psychiatric disorders,['psychiatric' 'disorders'],[2. 2.]
NCT03079297,"21:44:treatment,",Stable doses of all concomitant medications for over 6 weeks,"['Stable' 'doses' 'of' 'all' 'concomitant' 'medications' 'for' 'over' '6'
 'weeks']",[0. 0. 0. 0. 1. 1. 0. 0. 0. 0.]
NCT02466750,"28:51:treatment,",medical history (including concomitant medications) within 60 days of planned first administration of vaccine,"['medical' 'history' '(' 'including' 'concomitant' 'medications' ')'
 'within' '60' 'days' 'of' 'planned' 'first' 'administration' 'of'
 'vaccine']",[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02200445,17:40:treatment,Stable doses of concomitant medications,['Stable' 'doses' 'of' 'concomitant' 'medications'],[0. 0. 0. 1. 1.]
NCT01625923,"15:38:treatment,",Dosage of any concomitant medications has been stable for at least 3 weeks,"['Dosage' 'of' 'any' 'concomitant' 'medications' 'has' 'been' 'stable'
 'for' 'at' 'least' '3' 'weeks']",[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT03072238,1:19:cancer,Metastatic disease documented prior to randomization by clear evidence of bone lesions on bone scan,"['Metastatic' 'disease' 'documented' 'prior' 'to' 'randomization' 'by'
 'clear' 'evidence' 'of' 'bone' 'lesions' 'on' 'bone' 'scan']",[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02438995,1:19:cancer,Metastatic disease,['Metastatic' 'disease'],[3. 3.]
NCT02128100,1:19:cancer,Metastatic disease as defined by the multi-disciplinary team,"['Metastatic' 'disease' 'as' 'defined' 'by' 'the' 'multi-disciplinary'
 'team']",[3. 3. 0. 0. 0. 0. 0. 0.]
NCT01819480,1:19:cancer,Metastatic disease,['Metastatic' 'disease'],[3. 3.]
NCT03060473,10:26:chronic_disease,Clinical chorioamnionitis,['Clinical' 'chorioamnionitis'],[0. 2.]
NCT02983240,7:23:chronic_disease,Frank chorioamnionitis,['Frank' 'chorioamnionitis'],[0. 2.]
NCT02913495,10:26:chronic_disease,"clinical chorioamnionitis, at the time of enrollment","['clinical' 'chorioamnionitis' ',' 'at' 'the' 'time' 'of' 'enrollment']",[0. 2. 0. 0. 0. 0. 0. 0.]
NCT02469519,10:26:chronic_disease,Clinical chorioamnionitis,['Clinical' 'chorioamnionitis'],[0. 2.]
NCT03053518,"16:20:chronic_disease,,,",Diagnosed with T2DM within 2 years with an HbA1c<7%,"['Diagnosed' 'with' 'T2DM' 'within' '2' 'years' 'with' 'an' 'HbA1c' '<'
 '7' '%']",[0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02596776,",,,,,,117:121:chronic_disease","Insulin resistance Fasting blood sugar >126, or 2 hr glu >200, but with A1C<7.5 (i.e. we will include subjects with T2DM on no meds and with good glycemic control)","['Insulin' 'resistance' 'Fasting' 'blood' 'sugar' '>' '126' ',' 'or' '2'
 'hr' 'glu' '>' '200' ',' 'but' 'with' 'A1C' '<' '7.5' '(' 'i.e' '.' 'we'
 'will' 'include' 'subjects' 'with' 'T2DM' 'on' 'no' 'meds' 'and' 'with'
 'good' 'glycemic' 'control' ')']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02130687,"19:23:chronic_disease,,","Poorly controlled T2DM, defined as Hgb A1C>8.7%","['Poorly' 'controlled' 'T2DM' ',' 'defined' 'as' 'Hgb' 'A1C' '>' '8.7' '%']",[0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02130687,1:5:chronic_disease,T2DM,['T2DM'],[2.]
NCT03037931,54:75:treatment,Current or planned mechanical circulatory support or heart transplantation,"['Current' 'or' 'planned' 'mechanical' 'circulatory' 'support' 'or'
 'heart' 'transplantation']",[0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02769611,"42:63:treatment,",(LVAD) left ventricular assist device or heart transplantation expected within the next 3 months,"['(' 'LVAD' ')' 'left' 'ventricular' 'assist' 'device' 'or' 'heart'
 'transplantation' 'expected' 'within' 'the' 'next' '3' 'months']",[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.]
NCT02441101,35:56:treatment,Left ventricular assist device or heart transplantation,['Left' 'ventricular' 'assist' 'device' 'or' 'heart' 'transplantation'],[0. 0. 0. 0. 0. 1. 1.]
NCT01807897,12:33:treatment,History of heart transplantation,['History' 'of' 'heart' 'transplantation'],[0. 0. 1. 1.]
NCT03017937,1:14:chronic_disease,Hydrocephalus,['Hydrocephalus'],[2.]
NCT02920710,1:14:chronic_disease,Hydrocephalus,['Hydrocephalus'],[2.]
NCT02847689,1:14:chronic_disease,Hydrocephalus,['Hydrocephalus'],[2.]
NCT02769000,12:25:chronic_disease,History of Hydrocephalus,['History' 'of' 'Hydrocephalus'],[0. 0. 2.]
NCT03011307,",39:47:treatment",Taking greater than 100 milligrams of morphine (or equivalent),"['Taking' 'greater' 'than' '100' 'milligrams' 'of' 'morphine' '(' 'or'
 'equivalent' ')']",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
NCT02699697,",,,,,110:118:treatment",Pain score of at least 5 on a scale of 0 - 10 within a week of enrollment OR pain score < 5 with >= 60 mg of morphine (or equivalent) per day,"['Pain' 'score' 'of' 'at' 'least' '5' 'on' 'a' 'scale' 'of' '0' '-' '10'
 'within' 'a' 'week' 'of' 'enrollment' 'OR' 'pain' 'score' '<' '5' 'with'
 '>' '=' '60' 'mg' 'of' 'morphine' '(' 'or' 'equivalent' ')' 'per' 'day']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]"
NCT02473276,12:20:allergy_name,Allergy to morphine,['Allergy' 'to' 'morphine'],[0. 0. 4.]
NCT02192398,"13:21:treatment,,,",On a stable morphine equivalent dose of at least 60mg/day and ≤ 240mg/day for at least 3 months,"['On' 'a' 'stable' 'morphine' 'equivalent' 'dose' 'of' 'at' 'least'
 '60mg/day' 'and' '≤' '240mg/day' 'for' 'at' 'least' '3' 'months']",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02992483,18:39:chronic_disease,Known history of chronic liver disease,['Known' 'history' 'of' 'chronic' 'liver' 'disease'],[0. 0. 0. 2. 2. 2.]
NCT02579096,15:36:chronic_disease,Patients with chronic liver disease,['Patients' 'with' 'chronic' 'liver' 'disease'],[0. 0. 2. 2. 2.]
NCT02412540,19:40:chronic_disease,Evidence of other chronic liver disease,['Evidence' 'of' 'other' 'chronic' 'liver' 'disease'],[0. 0. 0. 2. 2. 2.]
NCT00432094,39:60:chronic_disease,No history of severe prior or ongoing chronic liver disease,"['No' 'history' 'of' 'severe' 'prior' 'or' 'ongoing' 'chronic' 'liver'
 'disease']",[0. 0. 0. 0. 0. 0. 0. 2. 2. 2.]
NCT02968602,36:49:allergy_name,Previous known hypersensitivity to tetracyclines,['Previous' 'known' 'hypersensitivity' 'to' 'tetracyclines'],[0. 0. 0. 0. 4.]
NCT02759120,"27:40:allergy_name,,,",Allergy or intolerance to tetracyclines AND known potassium level > 5 mEq/L in the past 90 days,"['Allergy' 'or' 'intolerance' 'to' 'tetracyclines' 'AND' 'known'
 'potassium' 'level' '>' '5' 'mEq/L' 'in' 'the' 'past' '90' 'days']",[0. 0. 0. 0. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02759120,"27:40:allergy_name,,,",Allergy or intolerance to tetracyclines AND known renal insufficiency (defined as a glomerular filtration rate (GFR) < 30 ml within the previous 90 days),"['Allergy' 'or' 'intolerance' 'to' 'tetracyclines' 'AND' 'known' 'renal'
 'insufficiency' '(' 'defined' 'as' 'a' 'glomerular' 'filtration' 'rate'
 '(' 'GFR' ')' '<' '30' 'ml' 'within' 'the' 'previous' '90' 'days' ')']","[0. 0. 0. 0. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"
NCT02341209,33:46:allergy_name,Known sensitivity or allergy to tetracyclines,['Known' 'sensitivity' 'or' 'allergy' 'to' 'tetracyclines'],[0. 0. 0. 0. 0. 4.]
NCT02945293,1:17:chronic_disease,anxiety disorder requiring regular medication,['anxiety' 'disorder' 'requiring' 'regular' 'medication'],[2. 2. 0. 0. 0.]
NCT02943408,13:29:chronic_disease,generalized anxiety disorder (300.02),['generalized' 'anxiety' 'disorder' '(' '300.02' ')'],[0. 2. 2. 0. 0. 0.]
NCT02943408,32:48:chronic_disease,"other specified or unspecified anxiety disorder (300.09, 300.00)","['other' 'specified' 'or' 'unspecified' 'anxiety' 'disorder' '(' '300.09'
 ',' '300.00' ')']",[0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0.]
NCT02046330,38:54:chronic_disease,Patients who suffer from generalized anxiety disorder,['Patients' 'who' 'suffer' 'from' 'generalized' 'anxiety' 'disorder'],[0. 0. 0. 0. 0. 2. 2.]
NCT02931110,1:8:treatment,heparin fractions,['heparin' 'fractions'],[1. 0.]
NCT02520778,19:26:treatment,administration of heparin to keep subject's infusion lines patent,"['administration' 'of' 'heparin' 'to' 'keep' 'subject' ""'s"" 'infusion'
 'lines' 'patent']",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT02048722,23:30:treatment,Prophylactic doses of heparin,['Prophylactic' 'doses' 'of' 'heparin'],[0. 0. 0. 1.]
NCT01791543,21:28:allergy_name,Contraindication to heparin,['Contraindication' 'to' 'heparin'],[0. 0. 4.]
NCT02922569,1:18:treatment,cochlear implants,['cochlear' 'implants'],[1. 1.]
NCT02627495,210:227:treatment,"Presence of the following contraindication to transcranial direct current stimulation Ferromagnetic metal in the head (e.g., plates or pins, bullets, shrapnel) Implanted head electronic medical devices (e.g., cochlear implants)","['Presence' 'of' 'the' 'following' 'contraindication' 'to' 'transcranial'
 'direct' 'current' 'stimulation' 'Ferromagnetic' 'metal' 'in' 'the'
 'head' '(' 'e.g.' ',' 'plates' 'or' 'pins' ',' 'bullets' ',' 'shrapnel'
 ')' 'Implanted' 'head' 'electronic' 'medical' 'devices' '(' 'e.g.' ','
 'cochlear' 'implants' ')']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0.]"
NCT02573246,15:32:treatment,Subjects with cochlear implants,['Subjects' 'with' 'cochlear' 'implants'],[0. 0. 1. 1.]
NCT01446094,18:35:treatment,Individuals with cochlear implants,['Individuals' 'with' 'cochlear' 'implants'],[0. 0. 1. 1.]
NCT02918175,"1:28:chronic_disease,",Acute myocardial infarction within prior 4 weeks,['Acute' 'myocardial' 'infarction' 'within' 'prior' '4' 'weeks'],[2. 2. 2. 0. 0. 0. 0.]
NCT02819141,"1:28:chronic_disease,",Acute myocardial infarction within 48 hours prior to enrollment,"['Acute' 'myocardial' 'infarction' 'within' '48' 'hours' 'prior' 'to'
 'enrollment']",[2. 2. 2. 0. 0. 0. 0. 0. 0.]
NCT02409810,1:28:chronic_disease,Acute myocardial infarction,['Acute' 'myocardial' 'infarction'],[2. 2. 2.]
NCT02196038,1:28:chronic_disease,Acute myocardial infarction,['Acute' 'myocardial' 'infarction'],[2. 2. 2.]
NCT02901041,1:17:chronic_disease,Bipolar disorder,['Bipolar' 'disorder'],[2. 2.]
NCT02418195,1:17:chronic_disease,Bipolar disorder,['Bipolar' 'disorder'],[2. 2.]
NCT02128802,1:17:chronic_disease,Bipolar disorder,['Bipolar' 'disorder'],[2. 2.]
NCT00875342,1:17:chronic_disease,Bipolar disorder,['Bipolar' 'disorder'],[2. 2.]
NCT02880215,28:50:chronic_disease,meets criteria for current substance use disorder (mild or greater severity),"['meets' 'criteria' 'for' 'current' 'substance' 'use' 'disorder' '('
 'mild' 'or' 'greater' 'severity' ')']",[0. 0. 0. 0. 2. 2. 2. 0. 0. 0. 0. 0. 0.]
NCT02748109,38:60:chronic_disease,meet criteria for moderate to severe substance use disorder within the past month,"['meet' 'criteria' 'for' 'moderate' 'to' 'severe' 'substance' 'use'
 'disorder' 'within' 'the' 'past' 'month']",[0. 0. 0. 0. 0. 0. 2. 2. 2. 0. 0. 0. 0.]
NCT02502799,9:31:chronic_disease,Current substance use disorder meeting DSM-IV criteria for the severe qualifier,"['Current' 'substance' 'use' 'disorder' 'meeting' 'DSM-IV' 'criteria'
 'for' 'the' 'severe' 'qualifier']",[0. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.]
NCT02461927,"9:31:chronic_disease,","Current substance use disorder by DSM-5 in the past 3 months (except alcohol, tobacco, or cannabis)","['Current' 'substance' 'use' 'disorder' 'by' 'DSM-5' 'in' 'the' 'past' '3'
 'months' '(' 'except' 'alcohol' ',' 'tobacco' ',' 'or' 'cannabis' ')']",[0. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02865135,1:16:cancer,cervical cancer,['cervical' 'cancer'],[3. 3.]
NCT02864147,",,73:88:cancer",Patients must be at least 18 years of age based on previous and current cervical cancer screening guidelines,"['Patients' 'must' 'be' 'at' 'least' '18' 'years' 'of' 'age' 'based' 'on'
 'previous' 'and' 'current' 'cervical' 'cancer' 'screening' 'guidelines']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 0. 0.]
NCT02635360,11:26:cancer,Confirmed cervical cancer,['Confirmed' 'cervical' 'cancer'],[0. 3. 3.]
NCT02493530,1:16:cancer,cervical cancer,['cervical' 'cancer'],[3. 3.]
NCT02860000,"1:14:treatment,",Immunotherapy =< 21 days,['Immunotherapy' '=' '<' '21' 'days'],[1. 0. 0. 0. 0.]
NCT02519348,1:14:treatment,Immunotherapy-naïve,['Immunotherapy-naïve'],[1.]
NCT02230189,"1:14:treatment,",Immunotherapy with cat or dust mite extract now or in the past 5 years,"['Immunotherapy' 'with' 'cat' 'or' 'dust' 'mite' 'extract' 'now' 'or' 'in'
 'the' 'past' '5' 'years']",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02076906,1:14:treatment,Immunotherapy,['Immunotherapy'],[1.]
NCT02845596,9:35:cancer,treated cervical carcinoma in situ,['treated' 'cervical' 'carcinoma' 'in' 'situ'],[0. 3. 3. 3. 3.]
NCT02578641,1:27:cancer,cervical carcinoma in situ,['cervical' 'carcinoma' 'in' 'situ'],[3. 3. 3. 3.]
NCT02237183,1:27:cancer,cervical carcinoma in situ,['cervical' 'carcinoma' 'in' 'situ'],[3. 3. 3. 3.]
NCT01312857,20:46:cancer,Adequately treated cervical carcinoma in situ without evidence of disease,"['Adequately' 'treated' 'cervical' 'carcinoma' 'in' 'situ' 'without'
 'evidence' 'of' 'disease']",[0. 0. 3. 3. 3. 3. 0. 0. 0. 0.]
NCT02819635,"14:32:chronic_disease,","Diagnosis of ulcerative colitis for 90 days or greater prior to Baseline, confirmed by colonoscopy during the Screening Period","['Diagnosis' 'of' 'ulcerative' 'colitis' 'for' '90' 'days' 'or' 'greater'
 'prior' 'to' 'Baseline' ',' 'confirmed' 'by' 'colonoscopy' 'during' 'the'
 'Screening' 'Period']",[0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02541903,1:19:chronic_disease,ulcerative colitis,['ulcerative' 'colitis'],[2. 2.]
NCT02291523,",,35:53:chronic_disease",7-21 who have been diagnosed with ulcerative colitis,['7-21' 'who' 'have' 'been' 'diagnosed' 'with' 'ulcerative' 'colitis'],[0. 0. 0. 0. 0. 0. 2. 2.]
NCT02236000,1:19:chronic_disease,ulcerative colitis,['ulcerative' 'colitis'],[2. 2.]
NCT02770326,8:15:chronic_disease,Active fistula,['Active' 'fistula'],[0. 2.]
NCT02132598,11:18:chronic_disease,Abdominal fistula,['Abdominal' 'fistula'],[0. 2.]
NCT02101736,11:18:chronic_disease,abdominal fistula,['abdominal' 'fistula'],[0. 2.]
NCT01101451,29:36:chronic_disease,Patients with postoperative fistula,['Patients' 'with' 'postoperative' 'fistula'],[0. 0. 0. 2.]
NCT02728050,1:10:treatment,sorafenib,['sorafenib'],[1.]
NCT02508467,25:34:treatment,does not have access to sorafenib,['does' 'not' 'have' 'access' 'to' 'sorafenib'],[0. 0. 0. 0. 0. 1.]
NCT02048722,14:23:treatment,Prior use of sorafenib,['Prior' 'use' 'of' 'sorafenib'],[0. 0. 0. 1.]
NCT01620216,21:30:allergy_name,Hypersensitivity to sorafenib,['Hypersensitivity' 'to' 'sorafenib'],[0. 0. 4.]
NCT02664168,55:72:treatment,Subjects with a known history of poor compliance with medical treatment,"['Subjects' 'with' 'a' 'known' 'history' 'of' 'poor' 'compliance' 'with'
 'medical' 'treatment']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02167009,21:38:treatment,Contraindicated for medical treatment,['Contraindicated' 'for' 'medical' 'treatment'],[0. 0. 1. 1.]
NCT02167009,15:32:treatment,Refractory to medical treatment,['Refractory' 'to' 'medical' 'treatment'],[0. 0. 1. 1.]
NCT00285935,",,,116:133:treatment","Clinical labs (electrolytes, liver function test, CBC) with no clinically significant abnormalities that result in medical treatment that will invalidate the designated outcome measures","['Clinical' 'labs' '(' 'electrolytes' ',' 'liver' 'function' 'test' ','
 'CBC' ')' 'with' 'no' 'clinically' 'significant' 'abnormalities' 'that'
 'result' 'in' 'medical' 'treatment' 'that' 'will' 'invalidate' 'the'
 'designated' 'outcome' 'measures']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.
 0. 0. 0. 0.]"
NCT02595996,52:63:allergy_name,Patients with known contraindications to receiving propranolol,"['Patients' 'with' 'known' 'contraindications' 'to' 'receiving'
 'propranolol']",[0. 0. 0. 0. 0. 0. 4.]
NCT02013492,102:113:treatment,History of allergic reactions attributed to compounds of similar chemical or biologic composition to propranolol,"['History' 'of' 'allergic' 'reactions' 'attributed' 'to' 'compounds' 'of'
 'similar' 'chemical' 'or' 'biologic' 'composition' 'to' 'propranolol']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
NCT02013492,16:27:treatment,The effects of propranolol on the developing human fetus may be detrimental,"['The' 'effects' 'of' 'propranolol' 'on' 'the' 'developing' 'human'
 'fetus' 'may' 'be' 'detrimental']",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT01555554,83:94:treatment,Current use of medication that may involve potentially dangerous interaction with propranolol,"['Current' 'use' 'of' 'medication' 'that' 'may' 'involve' 'potentially'
 'dangerous' 'interaction' 'with' 'propranolol']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
NCT02585973,1:32:cancer,carcinoma in situ of the cervix,['carcinoma' 'in' 'situ' 'of' 'the' 'cervix'],[3. 3. 3. 3. 3. 3.]
NCT02382549,1:32:cancer,carcinoma in situ of the cervix,['carcinoma' 'in' 'situ' 'of' 'the' 'cervix'],[3. 3. 3. 3. 3. 3.]
NCT02379377,1:32:cancer,carcinoma in situ of the cervix,['carcinoma' 'in' 'situ' 'of' 'the' 'cervix'],[3. 3. 3. 3. 3. 3.]
NCT01919619,1:32:cancer,carcinoma in situ of the cervix,['carcinoma' 'in' 'situ' 'of' 'the' 'cervix'],[3. 3. 3. 3. 3. 3.]
NCT02566395,1:25:cancer,Myelodysplastic syndrome,['Myelodysplastic' 'syndrome'],[3. 3.]
NCT02338232,1:25:cancer,Myelodysplastic syndrome,['Myelodysplastic' 'syndrome'],[3. 3.]
NCT01810588,1:25:cancer,Myelodysplastic syndrome,['Myelodysplastic' 'syndrome'],[3. 3.]
NCT00368355,1:25:cancer,Myelodysplastic syndrome,['Myelodysplastic' 'syndrome'],[3. 3.]
NCT02555280,"1:15:chronic_disease,,",Morbid obesity defined as a body mass index > 40,['Morbid' 'obesity' 'defined' 'as' 'a' 'body' 'mass' 'index' '>' '40'],[2. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02341963,1:15:chronic_disease,Morbid obesity,['Morbid' 'obesity'],[2. 2.]
NCT02252432,"1:15:chronic_disease,,,,",Morbid obesity (BMI > 40 kg/m2) AND/OR weight > 150 kg,"['Morbid' 'obesity' '(' 'BMI' '>' '40' 'kg/m2' ')' 'AND/OR' 'weight' '>'
 '150' 'kg']",[2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02184520,"1:15:chronic_disease,,,,","Morbid obesity defined as a body mass index > 40, or a weight more than 100 lbs over ideal body weight","['Morbid' 'obesity' 'defined' 'as' 'a' 'body' 'mass' 'index' '>' '40' ','
 'or' 'a' 'weight' 'more' 'than' '100' 'lbs' 'over' 'ideal' 'body'
 'weight']",[2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02549937,",,,54:65:chronic_disease,,",Urine protein > 2+; Patients discovered to have ≥ 1+ proteinuria on dipstick urinalysis at baseline should undergo a 24-hour urine collection and must demonstrate < 1 g of protein in 24-hour urine,"['Urine' 'protein' '>' '2+' ';' 'Patients' 'discovered' 'to' 'have' '≥'
 '1+' 'proteinuria' 'on' 'dipstick' 'urinalysis' 'at' 'baseline' 'should'
 'undergo' 'a' '24-hour' 'urine' 'collection' 'and' 'must' 'demonstrate'
 '<' '1' 'g' 'of' 'protein' 'in' '24-hour' 'urine']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02169089,"13:24:chronic_disease,,,",evidence of proteinuria (Urine albumin/creatinine ratio of >30 mg/g or equivalent) in a urine specimen within 12 months,"['evidence' 'of' 'proteinuria' '(' 'Urine' 'albumin/creatinine' 'ratio'
 'of' '>' '30' 'mg/g' 'or' 'equivalent' ')' 'in' 'a' 'urine' 'specimen'
 'within' '12' 'months']",[0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT01530958,"1:12:chronic_disease,",proteinuria consistently over 3 months,['proteinuria' 'consistently' 'over' '3' 'months'],[2. 0. 0. 0. 0.]
NCT00977977,"17:28:chronic_disease,,",Nephrotic range proteinuria that persists for at least 6 months greater than 3.5 grams /24 hours (based on 24 hour urine collection),"['Nephrotic' 'range' 'proteinuria' 'that' 'persists' 'for' 'at' 'least'
 '6' 'months' 'greater' 'than' '3.5' 'grams' '/24' 'hours' '(' 'based'
 'on' '24' 'hour' 'urine' 'collection' ')']",[0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02515110,38:66:cancer,Histologic documentation of invasive adenocarcinoma of the breast,"['Histologic' 'documentation' 'of' 'invasive' 'adenocarcinoma' 'of' 'the'
 'breast']",[0. 0. 0. 0. 3. 3. 3. 3.]
NCT02236000,67:95:cancer,histologic or cytologic confirmation of the diagnosis of invasive adenocarcinoma of the breast,"['histologic' 'or' 'cytologic' 'confirmation' 'of' 'the' 'diagnosis' 'of'
 'invasive' 'adenocarcinoma' 'of' 'the' 'breast']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3.]
NCT02095184,26:54:cancer,Histologically confirmed adenocarcinoma of the breast,['Histologically' 'confirmed' 'adenocarcinoma' 'of' 'the' 'breast'],[0. 0. 3. 3. 3. 3.]
NCT01697293,"62:90:cancer,,","Patients must have histologically or cytologically confirmed adenocarcinoma of the breast associated with clinical stage: IV (see American Joint Committee on Cancer [AJCC] staging criteria, 7th edition) or stage IIB-IIIC (expansion cohort only)","['Patients' 'must' 'have' 'histologically' 'or' 'cytologically'
 'confirmed' 'adenocarcinoma' 'of' 'the' 'breast' 'associated' 'with'
 'clinical' 'stage' ':' 'IV' '(' 'see' 'American' 'Joint' 'Committee' 'on'
 'Cancer' '[' 'AJCC' ']' 'staging' 'criteria' ',' '7th' 'edition' ')' 'or'
 'stage' 'IIB-IIIC' '(' 'expansion' 'cohort' 'only' ')']","[0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02494869,1:5:cancer,DCIS,['DCIS'],[3.]
NCT02493530,1:5:cancer,DCIS,['DCIS'],[3.]
NCT02482376,",,,,,,,,118:122:cancer",60 years of age or older or 50-59 with a low Oncotype score (0-17) Oncotype is not required for women diagnosed with DCIS,"['60' 'years' 'of' 'age' 'or' 'older' 'or' '50-59' 'with' 'a' 'low'
 'Oncotype' 'score' '(' '0-17' ')' 'Oncotype' 'is' 'not' 'required' 'for'
 'women' 'diagnosed' 'with' 'DCIS']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 3.]"
NCT02482376,",138:142:cancer","Estrogen receptor positive (ER+), Human epidermal growth factor 2 negative (HER2-) HER-2 status is not required for women diagnosed with DCIS","['Estrogen' 'receptor' 'positive' '(' 'ER+' ')' ',' 'Human' 'epidermal'
 'growth' 'factor' '2' 'negative' '(' 'HER2-' ')' 'HER-2' 'status' 'is'
 'not' 'required' 'for' 'women' 'diagnosed' 'with' 'DCIS']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 3.]"
NCT02469857,"1:4:chronic_disease,,,",CHF {NYHA class III-IV},['CHF' '{' 'NYHA' 'class' 'III-IV' '}'],[2. 0. 0. 0. 0. 0.]
NCT02384954,",,20:23:chronic_disease",No NYHA Class > II CHF,['No' 'NYHA' 'Class' '>' 'II' 'CHF'],[0. 0. 0. 0. 0. 2.]
NCT01787682,17:20:chronic_disease,No diagnosis of CHF,['No' 'diagnosis' 'of' 'CHF'],[0. 0. 0. 2.]
NCT01333046,14:17:chronic_disease,NYHA class 4 CHF,['NYHA' 'class' '4' 'CHF'],[0. 0. 0. 2.]
