ID,tags,text,tokens,ner_tags
NCT02414178,34:42:chronic_disease,"Cognitively normal, or with mild dementia, as assessed clinically","['Cognitively' 'normal' ',' 'or' 'with' 'mild' 'dementia' ',' 'as'
 'assessed' 'clinically']",[0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0.]
NCT02389465,21:29:chronic_disease,Absence of clinical dementia,['Absence' 'of' 'clinical' 'dementia'],[0. 0. 0. 2.]
NCT02366611,13:21:chronic_disease,Substantial dementia,['Substantial' 'dementia'],[0. 2.]
NCT02347995,1:9:chronic_disease,dementia by clinical evaluation,['dementia' 'by' 'clinical' 'evaluation'],[2. 0. 0. 0.]
NCT02347202,71:79:chronic_disease,caregivers who participate must be spouses or partners of people with dementia living with them at home when they enter the study,"['caregivers' 'who' 'participate' 'must' 'be' 'spouses' 'or' 'partners'
 'of' 'people' 'with' 'dementia' 'living' 'with' 'them' 'at' 'home' 'when'
 'they' 'enter' 'the' 'study']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02347202,86:94:chronic_disease,not having a family member with whom they are in communication about the person with dementia,"['not' 'having' 'a' 'family' 'member' 'with' 'whom' 'they' 'are' 'in'
 'communication' 'about' 'the' 'person' 'with' 'dementia']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.]
NCT02346929,1:9:chronic_disease,dementia,['dementia'],[2.]
NCT02332291,1:9:chronic_disease,dementia,['dementia'],[2.]
NCT02317523,41:49:chronic_disease,Providing in-home care to a spouse with dementia,['Providing' 'in-home' 'care' 'to' 'a' 'spouse' 'with' 'dementia'],[0. 0. 0. 0. 0. 0. 0. 2.]
NCT02266004,1:9:chronic_disease,dementia,['dementia'],[2.]
NCT02260258,14:22:chronic_disease,Pre-existing dementia,['Pre-existing' 'dementia'],[0. 2.]
NCT02219555,81:89:chronic_disease,"someone who could be considered a vulnerable person, such as an individual with dementia","['someone' 'who' 'could' 'be' 'considered' 'a' 'vulnerable' 'person' ','
 'such' 'as' 'an' 'individual' 'with' 'dementia']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.]
NCT02204956,22:30:chronic_disease,current diagnosis of dementia,['current' 'diagnosis' 'of' 'dementia'],[0. 0. 0. 2.]
NCT02165449,14:22:chronic_disease,Diagnosis of dementia of any type,['Diagnosis' 'of' 'dementia' 'of' 'any' 'type'],[0. 0. 2. 0. 0. 0.]
NCT02137122,"13:21:chronic_disease,,",Evidence of dementia (MMSE < 20),['Evidence' 'of' 'dementia' '(' 'MMSE' '<' '20' ')'],[0. 0. 2. 0. 0. 0. 0. 0.]
NCT01973283,",,41:49:chronic_disease",Mini Mental Exam < 24 or a diagnosis of dementia,['Mini' 'Mental' 'Exam' '<' '24' 'or' 'a' 'diagnosis' 'of' 'dementia'],[0. 0. 0. 0. 0. 0. 0. 0. 0. 2.]
NCT01811381,14:22:chronic_disease,diagnosis of dementia,['diagnosis' 'of' 'dementia'],[0. 0. 2.]
NCT01530958,11:19:chronic_disease,prevalent dementia,['prevalent' 'dementia'],[0. 2.]
NCT03178552,7:41:chronic_disease,Known human immunodeficiency virus (HIV) positivity,['Known' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')' 'positivity'],[0. 2. 2. 2. 2. 0. 0. 0.]
NCT03137771,"7:41:chronic_disease,,",Known human immunodeficiency virus (HIV) positive with cluster of differentiation 4 (CD4) count < 200 cells/microliter,"['Known' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')' 'positive'
 'with' 'cluster' 'of' 'differentiation' '4' '(' 'CD4' ')' 'count' '<'
 '200' 'cells/microliter']",[0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT03125902,10:44:chronic_disease,Negative human immunodeficiency virus (HIV) test at screening,"['Negative' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')' 'test' 'at'
 'screening']",[0. 2. 2. 2. 2. 0. 0. 0. 0. 0.]
NCT03000257,37:71:chronic_disease,Confirmed positive test results for human immunodeficiency virus (HIV),"['Confirmed' 'positive' 'test' 'results' 'for' 'human' 'immunodeficiency'
 'virus' '(' 'HIV' ')']",[0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02845596,16:50:chronic_disease,Infection with human immunodeficiency virus (HIV),['Infection' 'with' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'],[0. 0. 2. 2. 2. 2. 0. 0.]
NCT02799095,41:75:chronic_disease,The subject is known to be positive for human immunodeficiency virus (HIV),"['The' 'subject' 'is' 'known' 'to' 'be' 'positive' 'for' 'human'
 'immunodeficiency' 'virus' '(' 'HIV' ')']",[0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02682407,21:55:chronic_disease,Have a diagnosis of human immunodeficiency virus (HIV),"['Have' 'a' 'diagnosis' 'of' 'human' 'immunodeficiency' 'virus' '(' 'HIV'
 ')']",[0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02663622,47:81:chronic_disease,Patients seropositive or PCR positive for the human immunodeficiency virus (HIV),"['Patients' 'seropositive' 'or' 'PCR' 'positive' 'for' 'the' 'human'
 'immunodeficiency' 'virus' '(' 'HIV' ')']",[0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02547662,7:41:chronic_disease,Known human immunodeficiency virus (HIV) positive,['Known' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')' 'positive'],[0. 2. 2. 2. 2. 0. 0. 0.]
NCT02536794,1:35:chronic_disease,human immunodeficiency virus (HIV),['human' 'immunodeficiency' 'virus' '(' 'HIV' ')'],[2. 2. 2. 2. 0. 0.]
NCT02495415,47:81:chronic_disease,"Known history of, or positive test result for human immunodeficiency virus (HIV) infection","['Known' 'history' 'of' ',' 'or' 'positive' 'test' 'result' 'for' 'human'
 'immunodeficiency' 'virus' '(' 'HIV' ')' 'infection']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0.]
NCT02493530,18:52:chronic_disease,Known history of human immunodeficiency virus (HIV),['Known' 'history' 'of' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'],[0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02456857,18:52:chronic_disease,Known history of human immunodeficiency virus (HIV) seropositivity,"['Known' 'history' 'of' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'
 'seropositivity']",[0. 0. 0. 2. 2. 2. 2. 0. 0. 0.]
NCT02417701,7:41:chronic_disease,Known human immunodeficiency virus (HIV) positive patients who meet the following criteria,"['Known' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')' 'positive'
 'patients' 'who' 'meet' 'the' 'following' 'criteria']",[0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02411656,24:58:chronic_disease,Has a known history of human immunodeficiency virus (HIV),"['Has' 'a' 'known' 'history' 'of' 'human' 'immunodeficiency' 'virus' '('
 'HIV' ')']",[0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02397083,38:72:chronic_disease,Patients who have a known history of human immunodeficiency virus (HIV) seropositivity,"['Patients' 'who' 'have' 'a' 'known' 'history' 'of' 'human'
 'immunodeficiency' 'virus' '(' 'HIV' ')' 'seropositivity']",[0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0.]
NCT02394028,1:35:chronic_disease,human immunodeficiency virus (HIV),['human' 'immunodeficiency' 'virus' '(' 'HIV' ')'],[2. 2. 2. 2. 0. 0.]
NCT02389309,21:55:chronic_disease,Patients with known human immunodeficiency virus (HIV),"['Patients' 'with' 'known' 'human' 'immunodeficiency' 'virus' '(' 'HIV'
 ')']",[0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02323191,12:46:chronic_disease,History of human immunodeficiency virus (HIV),['History' 'of' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'],[0. 0. 2. 2. 2. 2. 0. 0.]
NCT02273362,40:74:chronic_disease,Participants with a known diagnosis of human immunodeficiency virus (HIV),"['Participants' 'with' 'a' 'known' 'diagnosis' 'of' 'human'
 'immunodeficiency' 'virus' '(' 'HIV' ')']",[0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02268253,11:45:chronic_disease,has known human immunodeficiency virus (HIV),['has' 'known' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'],[0. 0. 2. 2. 2. 2. 0. 0.]
NCT02227199,35:69:chronic_disease,Patients known to be positive for human immunodeficiency virus (HIV),"['Patients' 'known' 'to' 'be' 'positive' 'for' 'human' 'immunodeficiency'
 'virus' '(' 'HIV' ')']",[0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02215096,21:55:chronic_disease,A positive test for human immunodeficiency virus (HIV) antibody (testing at time of screening is not required),"['A' 'positive' 'test' 'for' 'human' 'immunodeficiency' 'virus' '(' 'HIV'
 ')' 'antibody' '(' 'testing' 'at' 'time' 'of' 'screening' 'is' 'not'
 'required' ')']",[0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02177838,15:49:chronic_disease,"Patients with human immunodeficiency virus (HIV) infection are not automatically excluded, but must meet the following criteria","['Patients' 'with' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'
 'infection' 'are' 'not' 'automatically' 'excluded' ',' 'but' 'must'
 'meet' 'the' 'following' 'criteria']",[0. 0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02165007,31:65:chronic_disease,Patients seropositive for the human immunodeficiency virus (HIV),"['Patients' 'seropositive' 'for' 'the' 'human' 'immunodeficiency' 'virus'
 '(' 'HIV' ')']",[0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02163317,1:35:chronic_disease,human immunodeficiency virus (HIV) testing,['human' 'immunodeficiency' 'virus' '(' 'HIV' ')' 'testing'],[2. 2. 2. 2. 0. 0. 0.]
NCT02146924,"31:65:chronic_disease,",research participants who are human immunodeficiency virus (HIV) positive based on testing performed within 4 weeks of enrollment,"['research' 'participants' 'who' 'are' 'human' 'immunodeficiency' 'virus'
 '(' 'HIV' ')' 'positive' 'based' 'on' 'testing' 'performed' 'within' '4'
 'weeks' 'of' 'enrollment']",[0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02122081,31:65:chronic_disease,Patients seropositive for the human immunodeficiency virus (HIV),"['Patients' 'seropositive' 'for' 'the' 'human' 'immunodeficiency' 'virus'
 '(' 'HIV' ')']",[0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT02120222,13:47:chronic_disease,Known to be human immunodeficiency virus (HIV) seropositive,"['Known' 'to' 'be' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'
 'seropositive']",[0. 0. 0. 2. 2. 2. 2. 0. 0. 0.]
NCT02106650,21:55:chronic_disease,"known, uncontrolled human immunodeficiency virus (HIV)-positive diagnosis","['known' ',' 'uncontrolled' 'human' 'immunodeficiency' 'virus' '(' 'HIV'
 ')' '-positive' 'diagnosis']",[0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 0.]
NCT02003222,21:55:chronic_disease,Patients with known human immunodeficiency virus (HIV) infection,"['Patients' 'with' 'known' 'human' 'immunodeficiency' 'virus' '(' 'HIV'
 ')' 'infection']",[0. 0. 0. 2. 2. 2. 2. 0. 0. 0.]
NCT01976585,18:52:chronic_disease,Known history of human immunodeficiency virus (HIV),['Known' 'history' 'of' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'],[0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT01976169,20:54:chronic_disease,Known positive for human immunodeficiency virus (HIV),['Known' 'positive' 'for' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'],[0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT01951885,35:69:chronic_disease,Patients who are seropositive for human immunodeficiency virus (HIV),"['Patients' 'who' 'are' 'seropositive' 'for' 'human' 'immunodeficiency'
 'virus' '(' 'HIV' ')']",[0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT01925131,"30:64:chronic_disease,",Patients who are known to be human immunodeficiency virus (HIV)+ are eligible providing they meet all of the following additional criteria within 28 days prior to registration,"['Patients' 'who' 'are' 'known' 'to' 'be' 'human' 'immunodeficiency'
 'virus' '(' 'HIV' ')' '+' 'are' 'eligible' 'providing' 'they' 'meet'
 'all' 'of' 'the' 'following' 'additional' 'criteria' 'within' '28' 'days'
 'prior' 'to' 'registration']","[0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
NCT01919619,7:41:chronic_disease,Known human immunodeficiency virus (HIV) seropositive,['Known' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')' 'seropositive'],[0. 2. 2. 2. 2. 0. 0. 0.]
NCT01823198,30:64:chronic_disease,Patients who are known to be human immunodeficiency virus (HIV)-seropositive,"['Patients' 'who' 'are' 'known' 'to' 'be' 'human' 'immunodeficiency'
 'virus' '(' 'HIV' ')' '-seropositive']",[0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0.]
NCT01817751,7:41:chronic_disease,Known human immunodeficiency virus (HIV) positivity,['Known' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')' 'positivity'],[0. 2. 2. 2. 2. 0. 0. 0.]
NCT01620216,7:41:chronic_disease,Known human immunodeficiency virus (HIV)-positive patient,"['Known' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')' '-positive'
 'patient']",[0. 2. 2. 2. 2. 0. 0. 0. 0.]
NCT01415882,7:41:chronic_disease,Known human immunodeficiency virus (HIV) positive,['Known' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')' 'positive'],[0. 2. 2. 2. 2. 0. 0. 0.]
NCT01037790,45:79:chronic_disease,The subject is known to be positive for the human immunodeficiency virus (HIV),"['The' 'subject' 'is' 'known' 'to' 'be' 'positive' 'for' 'the' 'human'
 'immunodeficiency' 'virus' '(' 'HIV' ')']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT00919503,31:65:chronic_disease,Patients who are positive for human immunodeficiency virus (HIV),"['Patients' 'who' 'are' 'positive' 'for' 'human' 'immunodeficiency'
 'virus' '(' 'HIV' ')']",[0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT00716066,45:79:chronic_disease,Patients who are serologically positive for human immunodeficiency virus (HIV),"['Patients' 'who' 'are' 'serologically' 'positive' 'for' 'human'
 'immunodeficiency' 'virus' '(' 'HIV' ')']",[0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0.]
NCT00358657,14:48:chronic_disease,Positive for human immunodeficiency virus (HIV),['Positive' 'for' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'],[0. 0. 2. 2. 2. 2. 0. 0.]
NCT03135171,"10:27:treatment,",The last radiation therapy must have occurred ≥3 weeks prior to study registration,"['The' 'last' 'radiation' 'therapy' 'must' 'have' 'occurred' '≥3' 'weeks'
 'prior' 'to' 'study' 'registration']",[0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT03113825,7:24:treatment,Prior radiation therapy to the chest [Period 2],['Prior' 'radiation' 'therapy' 'to' 'the' 'chest' '[' 'Period' '2' ']'],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT03077243,18:35:treatment,Prior history of radiation therapy to the head and neck,"['Prior' 'history' 'of' 'radiation' 'therapy' 'to' 'the' 'head' 'and'
 'neck']",[0. 0. 0. 1. 1. 0. 0. 0. 0. 0.]
NCT03076333,40:57:treatment,Previous radiation exposure precluding radiation therapy,['Previous' 'radiation' 'exposure' 'precluding' 'radiation' 'therapy'],[0. 1. 1. 0. 0. 0.]
NCT02982226,12:29:treatment,History of radiation therapy of the affected foot,['History' 'of' 'radiation' 'therapy' 'of' 'the' 'affected' 'foot'],[0. 0. 1. 1. 0. 0. 0. 0.]
NCT02774421,37:54:treatment,Patients who have already undergone radiation therapy for current recurrence,"['Patients' 'who' 'have' 'already' 'undergone' 'radiation' 'therapy' 'for'
 'current' 'recurrence']",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
NCT02501473,20:37:treatment,"For Parts 4 and 5, radiation therapy is omitted","['For' 'Parts' '4' 'and' '5' ',' 'radiation' 'therapy' 'is' 'omitted']",[0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
NCT02496208,26:43:treatment,The subject has received radiation therapy,['The' 'subject' 'has' 'received' 'radiation' 'therapy'],[0. 0. 0. 0. 1. 1.]
NCT02442635,11:28:treatment,Receiving radiation therapy,['Receiving' 'radiation' 'therapy'],[0. 1. 1.]
NCT02434809,32:49:treatment,Patient is planning to undergo radiation therapy for primary,"['Patient' 'is' 'planning' 'to' 'undergo' 'radiation' 'therapy' 'for'
 'primary']",[0. 0. 0. 0. 0. 1. 1. 0. 0.]
NCT02359825,1:18:treatment,radiation therapy,['radiation' 'therapy'],[1. 1.]
NCT02315612,"1:18:treatment,",radiation therapy 3 weeks prior to apheresis,['radiation' 'therapy' '3' 'weeks' 'prior' 'to' 'apheresis'],[1. 1. 0. 0. 0. 0. 0.]
NCT02291848,",,72:89:treatment",Pulse oximetry of >93% on room air in patients who previously received radiation therapy,"['Pulse' 'oximetry' 'of' '>' '93' '%' 'on' 'room' 'air' 'in' 'patients'
 'who' 'previously' 'received' 'radiation' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02277548,33:50:treatment,Patients anticipated to receive radiation therapy with Protons,"['Patients' 'anticipated' 'to' 'receive' 'radiation' 'therapy' 'with'
 'Protons']",[0. 0. 0. 0. 1. 1. 0. 0.]
NCT02236013,"13:30:treatment,",Subject has radiation therapy within 4 weeks prior to the first study dose,"['Subject' 'has' 'radiation' 'therapy' 'within' '4' 'weeks' 'prior' 'to'
 'the' 'first' 'study' 'dose']",[0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02217709,50:67:treatment,Patients should not be considered candidates for radiation therapy,"['Patients' 'should' 'not' 'be' 'considered' 'candidates' 'for'
 'radiation' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02208362,",123:140:treatment",Radiographic evidence of progression/recurrence of the measurable disease more than 12 weeks after the end of the initial radiation therapy,"['Radiographic' 'evidence' 'of' 'progression/recurrence' 'of' 'the'
 'measurable' 'disease' 'more' 'than' '12' 'weeks' 'after' 'the' 'end'
 'of' 'the' 'initial' 'radiation' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02163317,",,139:156:treatment","willing and able to complete the Expanded Prostate Cancer Index Composite (EPIC) questionnaire (baseline, 6, 12 and 24 months post end of radiation therapy)","['willing' 'and' 'able' 'to' 'complete' 'the' 'Expanded' 'Prostate'
 'Cancer' 'Index' 'Composite' '(' 'EPIC' ')' 'questionnaire' '('
 'baseline' ',' '6' ',' '12' 'and' '24' 'months' 'post' 'end' 'of'
 'radiation' 'therapy' ')']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 1. 0.]"
NCT02160288,10:27:treatment,Previous radiation therapy to the anal canal and rectum,['Previous' 'radiation' 'therapy' 'to' 'the' 'anal' 'canal' 'and' 'rectum'],[0. 1. 1. 0. 0. 0. 0. 0. 0.]
NCT02132598,26:43:treatment,The subject has received radiation therapy,['The' 'subject' 'has' 'received' 'radiation' 'therapy'],[0. 0. 0. 0. 1. 1.]
NCT02125786,"32:49:treatment,",Interval from start of initial radiation therapy to enrollment > 9 months,"['Interval' 'from' 'start' 'of' 'initial' 'radiation' 'therapy' 'to'
 'enrollment' '>' '9' 'months']",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.]
NCT02125786,",,67:84:treatment",Pregnant women are excluded from enrollment on this study because radiation therapy is an agent with the potential for teratogenic or abortifacient effects,"['Pregnant' 'women' 'are' 'excluded' 'from' 'enrollment' 'on' 'this'
 'study' 'because' 'radiation' 'therapy' 'is' 'an' 'agent' 'with' 'the'
 'potential' 'for' 'teratogenic' 'or' 'abortifacient' 'effects']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02112617,83:100:treatment,Participants or their legal guardian must sign consent prior to the initiation of radiation therapy,"['Participants' 'or' 'their' 'legal' 'guardian' 'must' 'sign' 'consent'
 'prior' 'to' 'the' 'initiation' 'of' 'radiation' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02112617,"54:71:treatment,",Patients will be ineligible if any prior therapeutic radiation therapy > 500 cGy has been delivered,"['Patients' 'will' 'be' 'ineligible' 'if' 'any' 'prior' 'therapeutic'
 'radiation' 'therapy' '>' '500' 'cGy' 'has' 'been' 'delivered']",[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.]
NCT02112617,",,,99:116:treatment",Women of childbearing age/menstruating must have a negative pregnancy test prior to initiation of radiation therapy,"['Women' 'of' 'childbearing' 'age/menstruating' 'must' 'have' 'a'
 'negative' 'pregnancy' 'test' 'prior' 'to' 'initiation' 'of' 'radiation'
 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02110992,31:48:treatment,Original pathology report and radiation therapy records not available,"['Original' 'pathology' 'report' 'and' 'radiation' 'therapy' 'records'
 'not' 'available']",[0. 0. 0. 0. 1. 1. 0. 0. 0.]
NCT02078102,"33:50:treatment,",Patients must not have received radiation therapy within the past 4 weeks,"['Patients' 'must' 'not' 'have' 'received' 'radiation' 'therapy' 'within'
 'the' 'past' '4' 'weeks']",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.]
NCT01992861,24:41:treatment,Patients with no prior radiation therapy to the pelvis,['Patients' 'with' 'no' 'prior' 'radiation' 'therapy' 'to' 'the' 'pelvis'],[0. 0. 0. 0. 1. 1. 0. 0. 0.]
NCT01941316,"37:54:treatment,","Patients may have received previous radiation therapy, but it must have been completed at least 21 days prior to enrollment and the patient should have recovered from all associated toxicities","['Patients' 'may' 'have' 'received' 'previous' 'radiation' 'therapy' ','
 'but' 'it' 'must' 'have' 'been' 'completed' 'at' 'least' '21' 'days'
 'prior' 'to' 'enrollment' 'and' 'the' 'patient' 'should' 'have'
 'recovered' 'from' 'all' 'associated' 'toxicities']","[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"
NCT01878617,29:46:treatment,Completed protocol-directed radiation therapy,['Completed' 'protocol-directed' 'radiation' 'therapy'],[0. 0. 1. 1.]
NCT01871766,30:47:treatment,Patients requiring emergency radiation therapy are eligible for enrollment on this study,"['Patients' 'requiring' 'emergency' 'radiation' 'therapy' 'are' 'eligible'
 'for' 'enrollment' 'on' 'this' 'study']",[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT01817751,",43:60:treatment,",At least 12 weeks since the completion of radiation therapy to a total of >=50Gy,"['At' 'least' '12' 'weeks' 'since' 'the' 'completion' 'of' 'radiation'
 'therapy' 'to' 'a' 'total' 'of' '>' '=50Gy']",[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.]
NCT01659203,27:44:allergy_name,History of sensitivity to radiation therapy,['History' 'of' 'sensitivity' 'to' 'radiation' 'therapy'],[0. 0. 0. 0. 4. 4.]
NCT01333046,",,88:105:treatment",Pulse oximetry of more than 95 percent on room air in patients who previously received radiation therapy,"['Pulse' 'oximetry' 'of' 'more' 'than' '95' 'percent' 'on' 'room' 'air'
 'in' 'patients' 'who' 'previously' 'received' 'radiation' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT03138512,35:53:chronic_disease,with an active known or suspected autoimmune disease,['with' 'an' 'active' 'known' 'or' 'suspected' 'autoimmune' 'disease'],[0. 0. 0. 0. 0. 0. 2. 2.]
NCT03123783,28:46:chronic_disease,"Active, known or suspected autoimmune disease","['Active' ',' 'known' 'or' 'suspected' 'autoimmune' 'disease']",[0. 0. 0. 0. 0. 2. 2.]
NCT03104699,26:44:chronic_disease,Active or history of any autoimmune disease,['Active' 'or' 'history' 'of' 'any' 'autoimmune' 'disease'],[0. 0. 0. 0. 0. 2. 2.]
NCT03001882,46:64:chronic_disease,"Participants with active, known or suspected autoimmune disease","['Participants' 'with' 'active' ',' 'known' 'or' 'suspected' 'autoimmune'
 'disease']",[0. 0. 0. 0. 0. 0. 0. 2. 2.]
NCT02988960,"57:75:chronic_disease,",Participant must not have an active or prior documented autoimmune disease in the last 2 years,"['Participant' 'must' 'not' 'have' 'an' 'active' 'or' 'prior' 'documented'
 'autoimmune' 'disease' 'in' 'the' 'last' '2' 'years']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0.]
NCT02955251,"28:46:chronic_disease,",Active or prior documented autoimmune disease in the last 2 years,"['Active' 'or' 'prior' 'documented' 'autoimmune' 'disease' 'in' 'the'
 'last' '2' 'years']",[0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0.]
NCT02947165,42:60:chronic_disease,"Patients with active, known or suspected autoimmune disease","['Patients' 'with' 'active' ',' 'known' 'or' 'suspected' 'autoimmune'
 'disease']",[0. 0. 0. 0. 0. 0. 0. 2. 2.]
NCT02912572,8:26:chronic_disease,Active autoimmune disease that might deteriorate when receiving an immunostimulatory agent,"['Active' 'autoimmune' 'disease' 'that' 'might' 'deteriorate' 'when'
 'receiving' 'an' 'immunostimulatory' 'agent']",[0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02910700,98:116:chronic_disease,inhaled or topical steroids and adrenal replacement doses are permitted in the absence of active autoimmune disease,"['inhaled' 'or' 'topical' 'steroids' 'and' 'adrenal' 'replacement' 'doses'
 'are' 'permitted' 'in' 'the' 'absence' 'of' 'active' 'autoimmune'
 'disease']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2.]
NCT02900794,1:19:chronic_disease,autoimmune disease,['autoimmune' 'disease'],[2. 2.]
NCT02869789,27:45:chronic_disease,"ctive, known or suspected autoimmune disease","['ctive' ',' 'known' 'or' 'suspected' 'autoimmune' 'disease']",[0. 0. 0. 0. 0. 2. 2.]
NCT02832167,46:64:chronic_disease,"Subjects with an active, known, or suspected autoimmune disease","['Subjects' 'with' 'an' 'active' ',' 'known' ',' 'or' 'suspected'
 'autoimmune' 'disease']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2.]
NCT02762006,"28:46:chronic_disease,",Active or prior documented autoimmune disease within the past 2 years,"['Active' 'or' 'prior' 'documented' 'autoimmune' 'disease' 'within' 'the'
 'past' '2' 'years']",[0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0.]
NCT02759575,1:19:chronic_disease,autoimmune disease,['autoimmune' 'disease'],[2. 2.]
